Prognosis,Poor
Prognosis,Guarded
Prognosis,Fair
Prognosis,Good
Prognosis,Excellent
Support System,Live Alone: Yes,nomultiple,live-alone
Support System,Live Alone: No,nomultiple,live-alone
Caregivers ability to assist patient / able to provide,Personal Care: Yes,nomultiple,personal-care
Caregivers ability to assist patient / able to provide,Personal Care: No,nomultiple,personal-care
Caregivers ability to assist patient / able to provide,Mobility: Yes,nomultiple,mobility
Caregivers ability to assist patient / able to provide,Mobility: No,nomultiple,mobility
Caregivers ability to assist patient / able to provide,Med Admin: Yes,nomultiple,med-admin
Caregivers ability to assist patient / able to provide,Med Admin: No,nomultiple,med-admin
Caregivers ability to assist patient / able to provide,Prepare / Serve meals: Yes,nomultiple,prepare-serve-meals
Caregivers ability to assist patient / able to provide,Prepare / Serve meals: No,nomultiple,prepare-serve-meals
Caregivers ability to assist patient / able to provide,Maintain safe / clean environment: Yes,nomultiple,clean-environment
Caregivers ability to assist patient / able to provide,Maintain safe / clean environment: No,nomultiple,clean-environment
Caregivers ability to assist patient / able to provide,No Perform / assist with procedures: Yes,nomultiple,no-perform
Caregivers ability to assist patient / able to provide,No Perform / assist with procedures: No,nomultiple,no-perform
Advanced Directives,Patient has a living will: Yes,nomultiple,patient-has-a-living-will
Advanced Directives,Patient has a living will: No,nomultiple,patient-has-a-living-will
Advanced Directives,Special Provisions included: No Resuscitation
Advanced Directives,Special Provisions included: No Mech.Vent
Advanced Directives,Special Provisions included: Medicine support only
Advanced Directives,Special Provisions included: No Feeding tubes
Advanced Directives,Special Provisions included: Other
ADL,Bathing / Showering
ADL,Toileting
ADL,Ambulation
ADL,Dressing
ADL,Transfers
ADL,Eating / Meal preparation
ADL,Medication reminders
ADL,Shopping
ADL,House Keeping
ADL,Laundry
ADL,Other
Safety Hazards in the home,Sound structure
Safety Hazards in the home,Safe placement of Cords Rugs and Furniture
Safety Hazards in the home,Adequate heating and ventilation
Safety Hazards in the home,Adequate cooking facility
Safety Hazards in the home,Adequate plumbing / sanitation / running water
Safety Hazards in the home,Adequate sleeping arrangements
Safety Hazards in the home,Safe gas / electric appliances
Safety Hazards in the home,Ground plug for equipment
Safety Hazards in the home,Enough electrical outlets for equipment
Safety Hazards in the home,Working telephone in the home
Safety Hazards in the home,Safe storage for supplies / equipments / medicines
Safety Hazards in the home,Exits free of obstruction
Safety Hazards in the home,Working smoke detectors
Safety Hazards in the home,Fire extinguister in home
Safety Hazards in the home,Infestation of pests
Safety Hazards in the home,Neighborhood safe
Neurological / Mental Status,Patient denies problems
Neurological / Mental Status,Alert / Oriented X3
Neurological / Mental Status,Headache
Neurological / Mental Status,Fine / Gross hands tremor
Neurological / Mental Status,PEERLA Left
Neurological / Mental Status,PEERLA Right
Neurological / Mental Status,Dominant side Left
Neurological / Mental Status,Dominant side Right
Neurological / Mental Status,Aphasia
Neurological / Mental Status,Hemiplegia
Neurological / Mental Status,Paraplegia / Quadriplegia
Neurological / Mental Status,Numbness
Neurological / Mental Status,Seizures
Neurological / Mental Status,Unsteady Giant / Ataxia
Neurological / Mental Status,Syncope
Neurological / Mental Status,Vertigo
Neurological / Mental Status,Poor Balance
Neurological / Mental Status,Dizziness
Neurological / Mental Status,Weakness
Neurological / Mental Status,Oriented
Neurological / Mental Status,Disoriented
Neurological / Mental Status,Comatose
Neurological / Mental Status,Forgetful
Neurological / Mental Status,Agitated
Neurological / Mental Status,Confused
Neurological / Mental Status,Anxious
Neurological / Mental Status,Depressed
Risk Factors,Smoking
Risk Factors,Obesity
Risk Factors,Alcohol dependency
Risk Factors,Drug Abuse
Risk Factors,None of the above
Risk Factors,Other
Functional Limitations,Amputation
Functional Limitations,Bowel / Bladder Incontinence
Functional Limitations,Contracture
Functional Limitations,Hearing
Functional Limitations,Paralysis
Functional Limitations,Endurance
Functional Limitations,Ambulation
Functional Limitations,Speech
Functional Limitations,Vision
Functional Limitations,Poor Manual dexteritz
Functional Limitations,Legal Blind
Functional Limitations,Dyspnea
Functional Limitations,Poor hand-eye coordination
Functional Limitations,Unsteady Giant
Functional Limitations,Poor Balance
Functional Limitations,Other
Activities Permitted,Complete Bedrest
Activities Permitted,Bedrest / BRP
Activities Permitted,Up as tolerated
Activities Permitted,Transfer bed to chair
Activities Permitted,Independent in home
Activities Permitted,Other
Fall Precaution,Patient has risk of fall: Yes,nomultiple,patient-has-risk-of-fall
Fall Precaution,Patient has risk of fall: No,nomultiple,patient-has-risk-of-fall
Fall Precaution,Fall Precaution Education Provided: Yes,nomultiple,fall-precaution-education-provided
Fall Precaution,Fall Precaution Education Provided: No,nomultiple,fall-precaution-education-provided
Assistive Device,Cane
Assistive Device,Quad cane
Assistive Device,Walker
Assistive Device,Rolling Walker
Assistive Device,Crutches
Assistive Device,Reg. Wheelchair
Assistive Device,Electric Wheelchair
Assistive Device,Other
Equipment,Hospital Bed
Equipment,Commode
Equipment,Hoyer Life
Equipment,Nebulizer
Equipment,Bath Chair
Equipment,Apnea Machine
Equipment,Oxygen concentrator
Equipment,Other
Equipment,Device / Equipment needed at home
Cardiovascular,SOB: At rest,nomultiple,sob
Cardiovascular,SOB: With exertion,nomultiple,sob
Cardiovascular,SOB: Chest Pain,nomultiple,sob
Cardiovascular,Peripheral pulses: Irregular,nomultiple,peripheral-pulses
Cardiovascular,Peripheral pulses: Absent,nomultiple,peripheral-pulses
Cardiovascular,Edema: Peripheral,nomultiple,edema
Cardiovascular,Edema: Abdominal,nomultiple,edema
Respiratory,SOB
Respiratory,Congestion
Respiratory,Oxyigen
Respiratory,Trach present
Respiratory,Noisy respirations
Respiratory,Cough,nomultiple,cough
Respiratory,Cough: dry,nomultiple,cough
Gastrointestinal / Abdomen,Constipation
Gastrointestinal / Abdomen,Diarrhea
Gastrointestinal / Abdomen,Rectal bleeding
Gastrointestinal / Abdomen,Abdominal distention
Gastrointestinal / Abdomen,Incontinence
Gastrointestinal / Abdomen,Nause
Gastrointestinal / Abdomen,Vomiting
Gastrointestinal / Abdomen,Mouth sores
Gastrointestinal / Abdomen,Feeding tube present
Gastrointestinal / Abdomen,Lack of appetite
Gastrointestinal / Abdomen,Diff. Swallowing
Genitourinary,Painful urination
Genitourinary,Retention
Genitourinary,Urinary/vaginal bleeding
Genitourinary,Incontinence
Genitourinary,Vaginal Discharge
Genitourinary,Catheter Present
Skin,Client denies problems
Color,Normal
Color,Pink
Color,Pale
Color,Cyanotic
Color,Jaundiced
Turgor,Poor
Turgor,Fair
Turgor,Good
Temperature,Hot
Temperature,Warm
Temperature,Cool
Condition,Dry
Condition,Moist
Condition,Ecchymosis
Condition,Rash
Condition,Petechie
Condition,Litch
Condition,Redness
Condition,Bruises
Condition,Scaling
Skin Problems,Lesion
Skin Problems,Scaling
Skin Problems,Lesion
Skin Problems,Wound
Skin Problems,Ulcer
Skin Problems,Rasch
Skin Problems,Ostomy
Skin Problems,Cyst
Skin Problems,Messes
Skin Problems,Itch
Skin Problems,Other
GU / GYN,Pt.denies problems
GU / GYN,Frequency
GU / GYN,Urgency
GU / GYN,Incontinence
GU / GYN,Nocturia
GU / GYN,Polyuria
GU / GYN,Dysuria
GU / GYN,Oliguria
GU / GYN,Pan
GU / GYN,Burning
GU / GYN,Odor
GU / GYN,Lithiasis
GU / GYN,Hematuria
GU / GYN,Infections Ostomy
GU / GYN,Catheter: Condon Cath
GU / GYN,Catheter: Foley Cath
GU / GYN,Catheter: Suprapublic Cath
GU / GYN,Madtectomy R/L
GU / GYN,Madtectomy Right
GU / GYN,Madtectomy Left
GU / GYN,Hysterectomy
GU / GYN,Vaginal Bleeding
GU / GYN,Discharge
GU / GYN,BPH/TURP
GU / GYN,Other
Musculoskeletal,Pt.denies problem
Musculoskeletal,Fracture
Musculoskeletal,Contracture Joints
Musculoskeletal,Atrophy
Musculoskeletal,Decreased
Musculoskeletal,ROM
Musculoskeletal,Pain Intensity: 1
Musculoskeletal,Pain Intensity: 2
Musculoskeletal,Pain Intensity: 3
Musculoskeletal,Pain Intensity: 4
Musculoskeletal,Pain Intensity: 5
Musculoskeletal,Pain Intensity: 6
Musculoskeletal,Pain Intensity: 7
Musculoskeletal,Pain Intensity: 8
Musculoskeletal,Pain Intensity: 9
Musculoskeletal,Pain Intensity: 10
Musculoskeletal,Duration: Less often than daily
Musculoskeletal,Duration: Daily, but not constantly
Musculoskeletal,Duration: All of the time
EYE,Pt.denies problems
EYE,Impaired Vision
EYE,Cataracts
EYE,Right Cataracts
EYE,Left Cataracts
EYE,Retinopathy
EYE,Blind
EYE,Blind Right
EYE,Blind Left
EYE,Blurred Vision
EYE,Glaucoma
EYE,Glasses
EYE,Contracts
EYE,Contracts Right
EYE,Contracts Left
EYE,Prothesis
EYE,Prothesis Right
EYE,Prothesis Left
EYE,Legally Blind
EYE,Other
NOSE,Pt.denies problems
NOSE,Congestion
NOSE,Epistaxis
NOSE,Loss of smell
NOSE,Sinus Problem
NOSE,Other
THROAT,Pt.denies problems
THROAT,Dysphagia
THROAT,Hoarseness
THROAT,Lesions
THROAT,Sore throat
THROAT,Other
MOUTH,Patient denies problems
MOUTH,Dentures
MOUTH,Dentures Upper
MOUTH,Dentures Lower
MOUTH,Dentures Partial
MOUTH,Dentures Total
MOUTH,Gingivitis
MOUTH,Toothache
MOUTH,Ulcerations
MOUTH,Other
COMMUNICATION ASSESSMENT,Primary Language: Speech
COMMUNICATION ASSESSMENT,Primary Language: Language Barrier
COMMUNICATION ASSESSMENT,Caregiver
COMMUNICATION ASSESSMENT,Patient Interpreter needed: Yes,nomultiple,patient-interpreter-needed
COMMUNICATION ASSESSMENT,Patient Interpreter needed: No,nomultiple,patient-interpreter-needed
COMMUNICATION ASSESSMENT,Hearing Loss: Yes,nomultiple,hearing-loss
COMMUNICATION ASSESSMENT,Hearing Loss: No,nomultiple,hearing-loss
COMMUNICATION ASSESSMENT,Aide used: Yes,nomultiple,aide-used
COMMUNICATION ASSESSMENT,Aide used: No,nomultiple,aide-used
COMMUNICATION ASSESSMENT,Ear discharge Or Ear Pain: Yes,nomultiple,ear-discharge
COMMUNICATION ASSESSMENT,Ear discharge Or Ear Pain: No,nomultiple,ear-discharge
COMMUNICATION ASSESSMENT,Visual Impairment: Blind
COMMUNICATION ASSESSMENT,Visual Impairment: Glasses
COMMUNICATION ASSESSMENT,Visual Impairment: Contacts Rednesss
COMMUNICATION ASSESSMENT,Visual Impairment: Contacts Itching
COMMUNICATION ASSESSMENT,Visual Impairment: Contacts Burning Reading
COMMUNICATION ASSESSMENT,Visual Impairment: Contacts Writing Problem
COMMUNICATION ASSESSMENT,Caregiver Slow Learner
Ambulation,Unable to do
Ambulation,Minimal Assistance
Ambulation,Moderate Assistance
Ambulation,Maximal Assistance
Ambulation,Independent
Stairs,Unable to do
Stairs,Minimal Assistance
Stairs,Moderate Assistance
Stairs,Maximal Assistance
Stairs,Independent
Dressing,Unable to do
Dressing,Minimal Assistance
Dressing,Moderate Assistance
Dressing,Maximal Assistance
Dressing,Independent
Feeding,Unable to do
Feeding,Minimal Assistance
Feeding,Moderate Assistance
Feeding,Maximal Assistance
Feeding,Independent
Household Tasks,Unable to do
Household Tasks,Minimal Assistance
Household Tasks,Moderate Assistance
Household Tasks,Maximal Assistance
Household Tasks,Independent
Transfer,Unable to do
Transfer,Minimal Assistance
Transfer,Moderate Assistance
Transfer,Maximal Assistance
Transfer,Independent
Reviewed and Discussed with Patient / Caregiver,Service Provided
Reviewed and Discussed with Patient / Caregiver,Frequency and Duration of Serivice
Reviewed and Discussed with Patient / Caregiver,Goals of Service
Reviewed and Discussed with Patient / Caregiver,Complaint Right and Proced
Reviewed and Discussed with Patient / Caregiver,Patient Rights/Responsibilities/State Hotline No
Reviewed and Discussed with Patient / Caregiver,Home Safety/Emergency Info
Reviewed and Discussed with Patient / Caregiver,Reporting Abuse/Neglect/Exploitation
Reviewed and Discussed with Patient / Caregiver,Agency Drug Free Work Policy
Reviewed and Discussed with Patient / Caregiver,Conflidentiality/Release of records Policies
Reviewed and Discussed with Patient / Caregiver,Patient/Caregiver participated in the development of the care plan
Reviewed and Discussed with Patient / Caregiver,Other