col_zero,col_one,col_two,col_three,col_four
vdx_neurology_psychiatric,Paresthesias,Other symptoms/signs,Musculoskeletal,Low back pain
vdx_neurology_psychiatric,Paresthesias,Other symptoms/signs,Musculoskeletal,Neck pain
vdx_neurology_psychiatric,Paresthesias,Other symptoms/signs,Musculoskeletal,Arm pain
vdx_neurology_psychiatric,Paresthesias,Other symptoms/signs,Musculoskeletal,Hand pain
vdx_neurology_psychiatric,Paresthesias,Other symptoms/signs,Musculoskeletal,Leg pain
vdx_neurology_psychiatric,Paresthesias,Other symptoms/signs,Musculoskeletal,Foot pain
vdx_neurology_psychiatric,Paresthesias,Other symptoms/signs,Genitourinary,Urinary incontinence
vdx_neurology_psychiatric,Paresthesias,Other symptoms/signs,Genitourinary,Urinary retention
vdx_neurology_psychiatric,Paresthesias,Other symptoms/signs,Genitourinary,Dysuria
vdx_neurology_psychiatric,Paresthesias,Social history,Substance abuse,
vdx_neurology_psychiatric,Paresthesias,Social history,Sexually active,
vdx_neurology_psychiatric,Paresthesias,Social history,Hygiene,
vdx_neurology_psychiatric,Paresthesias,Abuse History,Tobacco use,
vdx_neurology_psychiatric,Paresthesias,Abuse History,Alcohol use,
vdx_neurology_psychiatric,Paresthesias,Abuse History,Drugs use,
vdx_neurology_psychiatric,Diplopia,Diplopia subtype,Binocular diplopia,
vdx_neurology_psychiatric,Diplopia,Diplopia subtype,Monocular diplopia,
vdx_neurology_psychiatric,Diplopia,Diplopia subtype,None,
vdx_neurology_psychiatric,Diplopia,Diplopia Timing,Persistent diplopia,
vdx_neurology_psychiatric,Diplopia,Diplopia Timing,Intermittent diplopia,
vdx_neurology_psychiatric,Diplopia,Diplopia Timing,None,
vdx_neurology_psychiatric,Diplopia,Eye symptoms,Ocular pain,
vdx_neurology_psychiatric,Diplopia,Eye symptoms,Blurred vision,
vdx_neurology_psychiatric,Diplopia,Eye symptoms,Photophobia,
vdx_neurology_psychiatric,Diplopia,Eye symptoms,Excessive tearing,
vdx_neurology_psychiatric,Diplopia,Eye symptoms,Conjunctival injection,
vdx_neurology_psychiatric,Diplopia,Eye symptoms,Papilledema,
vdx_neurology_psychiatric,Diplopia,Eye symptoms,Proptosis,
vdx_neurology_psychiatric,Diplopia,Eye symptoms,Eyelid ptosis,
vdx_neurology_psychiatric,Diplopia,Other symptoms,Fever,
vdx_neurology_psychiatric,Diplopia,Other symptoms,Headache,
vdx_neurology_psychiatric,Diplopia,Other symptoms,Unexplained weight loss,
vdx_neurology_psychiatric,Diplopia,Other symptoms,Purulent nasal discharge,
vdx_neurology_psychiatric,Diplopia,Other symptoms,Ataxia,
vdx_neurology_psychiatric,Diplopia,Other symptoms,Generalized weakness,
vdx_neurology_psychiatric,Diplopia,Other symptoms,Nausea,
vdx_neurology_psychiatric,Diplopia,Other symptoms,Vomiting,
vdx_neurology_psychiatric,Diplopia,Other symptoms,Mental status alteration,
vdx_neurology_psychiatric,Diplopia,Other symptoms,Seizures,
vdx_neurology_psychiatric,Diplopia,Negative findings,No skin findings,
vdx_neurology_psychiatric,Diplopia,Negative findings,No cardiovascular findings,
vdx_neurology_psychiatric,Diplopia,Negative findings,No gastrointestinal findings,
vdx_neurology_psychiatric,Diplopia,Negative findings,No musculoskeletal findings,
vdx_neurology_psychiatric,Diplopia,Negative findings,No neurologic findings,
vdx_neurology_psychiatric,Diplopia,Negative findings,No respiratory findings,
vdx_neurology_psychiatric,Diplopia,Negative findings,No dysmorphologic/malformation features,
vdx_neurology_psychiatric,Diplopia,Negative findings,No medication use (prescription or OTC),
vdx_neurology_psychiatric,Ataxia,Associated symptoms or signs,Headache,
vdx_neurology_psychiatric,Ataxia,Associated symptoms or signs,Vertigo,
vdx_neurology_psychiatric,Ataxia,Associated symptoms or signs,Focal neurologic deficit,
vdx_neurology_psychiatric,Ataxia,Associated symptoms or signs,Urinary incontinence,
vdx_neurology_psychiatric,Ataxia,Associated symptoms or signs,Orthostatic hypotension,
vdx_neurology_psychiatric,Ataxia,Associated symptoms or signs,Erectile dysfunction,
vdx_neurology_psychiatric,Ataxia,Other neurological signs,Mental status alteration,
vdx_neurology_psychiatric,Ataxia,Other neurological signs,Ophthalmoplegia,
vdx_neurology_psychiatric,Ataxia,Other neurological signs,Nystagmus,
vdx_neurology_psychiatric,Ataxia,Other neurological signs,Myoclonus,
vdx_neurology_psychiatric,Ataxia,Other neurological signs,Rigidity,
vdx_neurology_psychiatric,Ataxia,Other neurological signs,Bradykinesia,
vdx_neurology_psychiatric,Ataxia,Onset of findings,Developed rapidly (minutes to hours),
vdx_neurology_psychiatric,Ataxia,Onset of findings,Developed acutely (days to weeks),
vdx_neurology_psychiatric,Ataxia,Onset of findings,Developed chronically (months to years),
vdx_neurology_psychiatric,Ataxia,Onset of findings,Recurring episodes or relapses,
vdx_neurology_psychiatric,Ataxia,Onset of findings,Present at birth,
vdx_neurology_psychiatric,Ataxia,Exposures,Animal,
vdx_neurology_psychiatric,Ataxia,Exposures,Reptile,
vdx_neurology_psychiatric,Ataxia,Exposures,Chemical,
vdx_neurology_psychiatric,Ataxia,Exposures,Birds,
vdx_neurology_psychiatric,Ataxia,Exposures,Aquatic Animals,
vdx_neurology_psychiatric,Ataxia,Exposures,Mosquito,
vdx_neurology_psychiatric,Ataxia,Negative findings,No skin findings,
vdx_neurology_psychiatric,Ataxia,Negative findings,No cardiovascular findings,
vdx_neurology_psychiatric,Ataxia,Negative findings,No gastrointestinal findings,
vdx_neurology_psychiatric,Ataxia,Negative findings,No HEENT findingsNo musculoskeletal findings,
vdx_neurology_psychiatric,Ataxia,Negative findings,No respiratory findings,
vdx_neurology_psychiatric,Ataxia,Negative findings,No dysmorphologic/malformation features,
vdx_neurology_psychiatric,Ataxia,Negative findings,No medication use (prescription or OTC),
vdx_neurology_psychiatric,Foot drop,Appearance of patient,Patient appears well,
vdx_neurology_psychiatric,Foot drop,Appearance of patient,Patient appears ill,
vdx_neurology_psychiatric,Foot drop,Onset of findings,Developed rapidly (minutes to hours),
vdx_neurology_psychiatric,Foot drop,Onset of findings,Developed acutely (days to weeks),
vdx_neurology_psychiatric,Foot drop,Onset of findings,Developed chronically (months to years),
vdx_neurology_psychiatric,Foot drop,Onset of findings,Recurring episodes or relapses,
vdx_neurology_psychiatric,Foot drop,Onset of findings,Present at birth,
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Neurologic,Paresthesias
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Neurologic,Headache
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Neurologic,Ataxia
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Neurologic,Neuropathy peripheral
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Neurologic,Tremor
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Neurologic,Dysarthria
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Neurologic,Seizures
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Neurologic,Mental status alteration
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,General,Fever
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,General,Generalized weakness
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,General,Fatigue
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,General,Arthralgia
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,General,Muscle weakness
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,General,Unexplained weight loss
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Digestive/abdominal,Vomiting
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Digestive/abdominal,Nausea
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,Digestive/abdominal,Constipation
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,HEENT,Hearing loss
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,HEENT,Nystagmus
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,HEENT,Papilledema
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,HEENT,Diplopia
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,HEENT,Epistaxis
vdx_neurology_psychiatric,Foot drop,Signs/symptoms,HEENT,Eyelid ptosis
vdx_neurology_psychiatric,Depressed Mood,Appearance of patient,Patient appears well,
vdx_neurology_psychiatric,Depressed Mood,Appearance of patient,Patient appears ill,
vdx_neurology_psychiatric,Depressed Mood,Appearance of patient,Patient appears systemically ill - toxic,
vdx_neurology_psychiatric,Depressed Mood,Appearance of patient,None,
vdx_neurology_psychiatric,Depressed Mood,Onset of findings,Developed rapidly (minutes to hours),
vdx_neurology_psychiatric,Depressed Mood,Onset of findings,Developed acutely (days to weeks),
vdx_neurology_psychiatric,Depressed Mood,Onset of findings,Developed chronically (months to years),
vdx_neurology_psychiatric,Depressed Mood,Onset of findings,Recurring episodes or relapses,
vdx_neurology_psychiatric,Depressed Mood,Onset of findings,Present at birth,
vdx_neurology_psychiatric,Depressed Mood,Psychiatric symptoms,Anxiety,
vdx_neurology_psychiatric,Depressed Mood,Psychiatric symptoms,Delirium/Confusion,
vdx_neurology_psychiatric,Depressed Mood,Psychiatric symptoms,Agitation,
vdx_neurology_psychiatric,Depressed Mood,Psychiatric symptoms,rritability,
vdx_neurology_psychiatric,Depressed Mood,Psychiatric symptoms,Personality changes,
vdx_neurology_psychiatric,Depressed Mood,Psychiatric symptoms,Anhedonia,
vdx_neurology_psychiatric,Depressed Mood,Psychiatric symptoms,Suicidal ideation,
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,General,Fatigue
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,General,Unexplained weight loss
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,General,Weight gain
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,General,Fever
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,General,Failure to thrive
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,General,Myalgia
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Digestive/abdominal,Vomiting
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Digestive/abdominal,Nausea
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Digestive/abdominal,Abdominal pain
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Digestive/abdominal,Anorexia
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Digestive/abdominal,Constipation
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Digestive/abdominal,Dysphagia
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Digestive/abdominal,Dysgeusia
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Digestive/abdominal,Diarrhea
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Neurologic,Headache
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Neurologic,Memory impairment
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Neurologic,Seizures
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Neurologic,Insomnia
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Neurologic,Tremor
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Neurologic,Paresthesias
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Genitourinary,Erectile dysfunction
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Genitourinary,Urinary incontinence
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Genitourinary,Dysuria
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Genitourinary,Dyspareunia
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Genitourinary,Urinary retention
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Cardiovascular,Dyspnea
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Cardiovascular,Hypertension
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Cardiovascular,Hypotension
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Cardiovascular,Bradycardia
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Cardiovascular,Tachycardia
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Cardiovascular,Heart palpitations
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Cardiovascular,Chest pain
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Cardiovascular,Cough
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Cardiovascular,Tachypnea
vdx_neurology_psychiatric,Depressed Mood,Other symptoms/signs,Cardiovascular,Bradypnea
vdx_neurology_psychiatric,Depressed Mood,Abuse History,Tobacco use,
vdx_neurology_psychiatric,Depressed Mood,Abuse History,Alcohol use,
vdx_neurology_psychiatric,Depressed Mood,Abuse History,Drugs use,
vdx_neurology_psychiatric,Depressed Mood,Social History,Substance abuse,
vdx_neurology_psychiatric,Depressed Mood,Social History,Sexually active,
vdx_neurology_psychiatric,Depressed Mood,Social History,Hygiene,
vdx_neurology_psychiatric,Depressed Mood,Laboratory,Leukocytosis,
vdx_neurology_psychiatric,Depressed Mood,Laboratory,Leukopenia,
vdx_neurology_psychiatric,Depressed Mood,Laboratory,Thyroid-stimulating hormone elevated,
vdx_neurology_psychiatric,Depressed Mood,Laboratory,Rapid plasma reagin positive,
vdx_neurology_psychiatric,Depressed Mood,Laboratory,Blood urea nitrogen elevated,
vdx_neurology_psychiatric,Depressed Mood,Laboratory,Creatinine elevated,
vdx_neurology_psychiatric,Depressed Mood,Laboratory,Transaminases elevated,
vdx_neurology_psychiatric,Depressed Mood,Laboratory,Alkaline phosphatase elevated,
vdx_neurology_psychiatric,Depressed Mood,Laboratory,Hypoxemia,
vdx_neurology_psychiatric,Depressed Mood,Laboratory,Vitamin B12 low,
vdx_neurology_psychiatric,Depressed Mood,Negative findings,No skin findings,
vdx_neurology_psychiatric,Depressed Mood,Negative findings,No cardiovascular findings,
vdx_neurology_psychiatric,Depressed Mood,Negative findings,No dysmorphologic/malformation features,
vdx_neurology_psychiatric,Depressed Mood,Negative findings,No gastrointestinal findings,
vdx_neurology_psychiatric,Depressed Mood,Negative findings,No HEENT findings,
vdx_neurology_psychiatric,Depressed Mood,Negative findings,No musculoskeletal findings,
vdx_neurology_psychiatric,Depressed Mood,Negative findings,No neurologic findings,
vdx_neurology_psychiatric,Depressed Mood,Negative findings,No medication use (prescription or OTC),
vdx_neurology_psychiatric,Depressed Mood,Negative findings,No respiratory findings,
